Category,Feature,Importance
viral_umis:Replicate_2:Glutamatergic_Neuron:None,CHCHD10,0.0019
viral_umis:Replicate_2:Glutamatergic_Neuron:None,RBP1,0.0017
viral_umis:Replicate_2:Glutamatergic_Neuron:None,SMOX,0.0014
viral_umis:Replicate_2:Interneuron:None,DYNLL1,0.3163
viral_umis:Replicate_2:Interneuron:None,GM10053,0.1396
viral_umis:Replicate_2:Interneuron:None,DYNLL2,0.1076
viral_umis:Replicate_2:Interneuron:None,PSPH,0.0971
viral_umis:Replicate_2:Interneuron:None,MGST3,0.0638
viral_umis:Replicate_2:Interneuron:None,GADD45G,0.0405
viral_umis:Replicate_2:Interneuron:None,GM11974,0.032
viral_umis:Replicate_2:Interneuron:None,NDRG2,0.0184
viral_umis:Replicate_2:Interneuron:None,RAB3B,0.0173
viral_umis:Replicate_2:Interneuron:None,FABP3,0.0166
viral_umis:Replicate_2:Interneuron:None,CKB,0.0154
viral_umis:Replicate_2:Interneuron:None,HBEGF,0.0152
viral_umis:Replicate_2:Interneuron:None,RIAN,0.0148
viral_umis:Replicate_2:Interneuron:None,BLOC1S1,0.0147
viral_umis:Replicate_2:Interneuron:None,ALCAM,0.0135
viral_umis:Replicate_2:Interneuron:None,RPS4L,0.0132
viral_umis:Replicate_2:Interneuron:None,CHCHD10,0.0131
viral_umis:Replicate_2:Interneuron:None,CALCA,0.0118
viral_umis:Replicate_2:Interneuron:None,CARD10,0.0097
viral_umis:Replicate_2:Interneuron:None,TSC22D3,0.0077
viral_umis:Replicate_2:Interneuron:None,ID2,0.006
viral_umis:Replicate_2:Interneuron:None,DLX6OS3,0.0051
viral_umis:Replicate_2:Interneuron:None,APOC1,0.003
viral_umis:Replicate_2:Interneuron:None,UBA52,0.0021
viral_umis:Replicate_2:Interneuron:None,PCDH17,0.002
viral_umis:Replicate_2:Interneuron:None,ROBO2,0.0018
viral_umis:Replicate_2:Interneuron:None,CNTNAP2,0.0016
viral_umis:Replicate_3:None:None,DYNLL1,0.8272
viral_umis:Replicate_3:None:None,STMN3,0.034
viral_umis:Replicate_3:None:None,MGST3,0.0321
viral_umis:Replicate_3:None:None,JUNB,0.0195
viral_umis:Replicate_3:None:None,RAB3B,0.0148
viral_umis:Replicate_3:None:None,MTHFD2,0.0114
viral_umis:Replicate_3:None:None,SLN,0.0114
viral_umis:Replicate_3:None:None,LDHA,0.0069
viral_umis:Replicate_3:None:None,TUBA1B,0.0068
viral_umis:Replicate_3:None:None,EGR1,0.0068
viral_umis:Replicate_3:None:None,LDHB,0.0065
viral_umis:Replicate_3:None:None,TMEM59L,0.0049
viral_umis:Replicate_3:None:None,GAP43,0.0048
viral_umis:Replicate_3:None:None,CPE,0.0046
viral_umis:Replicate_3:None:None,VGLL2,0.0046
viral_umis:Replicate_3:None:None,DYNLL2,0.0037
viral_umis:Replicate_3:Astrocyte:None,DYNLL1,0.4604
viral_umis:Replicate_3:Astrocyte:None,S100A10,0.0467
viral_umis:Replicate_3:Astrocyte:None,STMN3,0.0427
viral_umis:Replicate_3:Astrocyte:None,HIST1H1C,0.0427
viral_umis:Replicate_3:Astrocyte:None,MEF2C,0.0422
viral_umis:Replicate_3:Astrocyte:None,CRE,0.0368
viral_umis:Replicate_3:Astrocyte:None,LYPD1,0.0367
viral_umis:Replicate_3:Astrocyte:None,LHX2,0.0364
viral_umis:Replicate_3:Astrocyte:None,HSPA1A,0.0354
viral_umis:Replicate_3:Astrocyte:None,FBXO32,0.0332
viral_umis:Replicate_3:Astrocyte:None,ANGPTL2,0.0301
viral_umis:Replicate_3:Astrocyte:None,MGLL,0.0251
viral_umis:Replicate_3:Astrocyte:None,HES5,0.0225
viral_umis:Replicate_3:Astrocyte:None,NRXN3,0.0199
viral_umis:Replicate_3:Astrocyte:None,BAIAP2,0.0167
viral_umis:Replicate_3:Astrocyte:None,GM4258,0.0161
viral_umis:Replicate_3:Astrocyte:None,CPE,0.0127
viral_umis:Replicate_3:Astrocyte:None,GJA1,0.0113
viral_umis:Replicate_3:Astrocyte:None,SLC12A4,0.0073
viral_umis:Replicate_3:Astrocyte:None,RIAN,0.0053
viral_umis:Replicate_3:Astrocyte:None,METRN,0.0051
viral_umis:Replicate_3:Astrocyte:None,CRYAB,0.005
viral_umis:Replicate_3:Astrocyte:None,CADM1,0.0042
viral_umis:Replicate_3:Astrocyte:None,TMEM243,0.0032
viral_umis:Replicate_3:Astrocyte:None,MYO6,0.0024
viral_umis:Replicate_3:Glutamatergic_Neuron:None,DYNLL1,0.8012
viral_umis:Replicate_3:Glutamatergic_Neuron:None,CPE,0.0398
viral_umis:Replicate_3:Glutamatergic_Neuron:None,MGST3,0.0341
viral_umis:Replicate_3:Glutamatergic_Neuron:None,GAP43,0.0331
viral_umis:Replicate_3:Glutamatergic_Neuron:None,SOX4,0.0127
viral_umis:Replicate_3:Glutamatergic_Neuron:None,JUNB,0.0123
viral_umis:Replicate_3:Glutamatergic_Neuron:None,NDE1,0.0099
viral_umis:Replicate_3:Glutamatergic_Neuron:None,CTSD,0.0093
viral_umis:Replicate_3:Glutamatergic_Neuron:None,ATP1B1,0.0085
viral_umis:Replicate_3:Glutamatergic_Neuron:None,ATP6AP2,0.0084
viral_umis:Replicate_3:Glutamatergic_Neuron:None,LDHA,0.0078
viral_umis:Replicate_3:Glutamatergic_Neuron:None,SOX6,0.0076
viral_umis:Replicate_3:Glutamatergic_Neuron:None,STMN3,0.0069
viral_umis:Replicate_3:Glutamatergic_Neuron:None,HNRNPA1,0.0027
viral_umis:Replicate_3:Glutamatergic_Neuron:None,GM12503,0.0026
viral_umis:Replicate_3:Glutamatergic_Neuron:None,CDCA2,0.0014
viral_umis:Replicate_3:Glutamatergic_Neuron:None,DNMT1,0.0013
viral_umis:Replicate_3:Glutamatergic_Neuron:None,MT1,0.0004
viral_umis:Replicate_3:Interneuron:None,DYNLL1,0.6042
viral_umis:Replicate_3:Interneuron:None,S100A1,0.1698
viral_umis:Replicate_3:Interneuron:None,4930522L14RIK,0.0425
viral_umis:Replicate_3:Interneuron:None,RIAN,0.037
viral_umis:Replicate_3:Interneuron:None,MMP15,0.0244
viral_umis:Replicate_3:Interneuron:None,SLITRK2,0.0202
viral_umis:Replicate_3:Interneuron:None,LITAF,0.0153
viral_umis:Replicate_3:Interneuron:None,FABP5,0.013
viral_umis:Replicate_3:Interneuron:None,CDO1,0.0127
viral_umis:Replicate_3:Interneuron:None,RGS4,0.012
viral_umis:Replicate_3:Interneuron:None,SCG5,0.0115
viral_umis:Replicate_3:Interneuron:None,TUBA1B,0.0104
viral_umis:Replicate_3:Interneuron:None,KCNIP1,0.0101
viral_umis:Replicate_3:Interneuron:None,HSPA1A,0.0086
viral_umis:Replicate_3:Interneuron:None,NES,0.0045
viral_umis:Replicate_3:Interneuron:None,RP24-158C2.4,0.0017
viral_umis:Replicate_3:Interneuron:None,GRIP1,0.0011
viral_umis:Replicate_3:Interneuron:None,SLC27A1,0.001
