Annotation,cell_class,Max_TopStruct,NT_binary,Meta_Class,Annotation Reduced,Anno + Topstruct,Anno + Topstruct + Layer
Ex_Evx1_Hsd17b2_2,neuron,MY,VGLUT2,MC_157:Pontine and medullary reticular neurons,Ex_Evx1_Hsd17b2,Ex_Evx1_Hsd17b2_MY,Ex_Evx1_Hsd17b2_MY
Ex_Evx1_Evx2,neuron,MY,VGLUT2,MC_157:Pontine and medullary reticular neurons,Ex_Evx1_Evx2,Ex_Evx1_Evx2_MY,Ex_Evx1_Evx2_MY
Ex_Sox6_Calcr,neuron,MY,VGLUT2,MC_157:Pontine and medullary reticular neurons,Ex_Sox6_Calcr,Ex_Sox6_Calcr_MY,Ex_Sox6_Calcr_MY
Ex_Evx1_Papln,neuron,MY,VGLUT2,MC_157:Pontine and medullary reticular neurons,Ex_Evx1_Papln,Ex_Evx1_Papln_MY,Ex_Evx1_Papln_MY
Ex_Evx1_Nptx2,neuron,P,VGLUT2,MC_157:Pontine and medullary reticular neurons,Ex_Evx1_Nptx2,Ex_Evx1_Nptx2_P,Ex_Evx1_Nptx2_P
Ex_Evx1_Hgf,neuron,MY,VGLUT2,MC_157:Pontine and medullary reticular neurons,Ex_Evx1_Hgf,Ex_Evx1_Hgf_MY,Ex_Evx1_Hgf_MY
Ex_Pax2_Mafb_1,neuron,P,VGLUT2,MC_157:Pontine and medullary reticular neurons,Ex_Pax2_Mafb,Ex_Pax2_Mafb_P,Ex_Pax2_Mafb_P
Ex_Pax2_Mafb_2,neuron,MY,VGLUT2,MC_157:Pontine and medullary reticular neurons,Ex_Pax2_Mafb,Ex_Pax2_Mafb_MY,Ex_Pax2_Mafb_MY
Inh_Foxd3_Slc16a12_1,neuron,MY,GLY,MC_135:Pontine and medullary reticular neurons,Inh_Foxd3_Slc16a12,Inh_Foxd3_Slc16a12_MY,Inh_Foxd3_Slc16a12_MY
Inh_Foxd3_Slc16a12_2,neuron,MY,GLY,MC_135:Pontine and medullary reticular neurons,Inh_Foxd3_Slc16a12,Inh_Foxd3_Slc16a12_MY,Inh_Foxd3_Slc16a12_MY
Inh_Foxd3_Slc16a12_3,neuron,P,GLY,MC_135:Pontine and medullary reticular neurons,Inh_Foxd3_Slc16a12,Inh_Foxd3_Slc16a12_P,Inh_Foxd3_Slc16a12_P
Inh_Foxd3_Gm525_1,neuron,P,GLY,MC_135:Pontine and medullary reticular neurons,Inh_Foxd3_Gm525,Inh_Foxd3_Gm525_P,Inh_Foxd3_Gm525_P
Inh_Foxd3_Gm525_2,neuron,P,GLY,MC_135:Pontine and medullary reticular neurons,Inh_Foxd3_Gm525,Inh_Foxd3_Gm525_P,Inh_Foxd3_Gm525_P
Inh_Foxd3_Pappa2_1,neuron,P,GLY,MC_130:Pontine and medullary neurons,Inh_Foxd3_Pappa2,Inh_Foxd3_Pappa2_P,Inh_Foxd3_Pappa2_P
Inh_Foxd3_Pappa2_2,neuron,MY,GLY,MC_130:Pontine and medullary neurons,Inh_Foxd3_Pappa2,Inh_Foxd3_Pappa2_MY,Inh_Foxd3_Pappa2_MY
Inh_Foxd3_Pappa2_3,neuron,MY,GLY,MC_130:Pontine and medullary neurons,Inh_Foxd3_Pappa2,Inh_Foxd3_Pappa2_MY,Inh_Foxd3_Pappa2_MY
Inh_Foxd3_Ifit3,neuron,MY,GLY,MC_130:Pontine and medullary neurons,Inh_Foxd3_Ifit3,Inh_Foxd3_Ifit3_MY,Inh_Foxd3_Ifit3_MY
Ex_C1ql4_Dsg1b,neuron,MB,VGLUT2,MC_154:Midbrain and pontine neurons,Ex_C1ql4_Dsg1b,Ex_C1ql4_Dsg1b_MB,Ex_C1ql4_Dsg1b_MB
Ex_C1ql4_Dkk2,neuron,HY,VGLUT2,MC_154:Midbrain and pontine neurons,Ex_C1ql4_Dkk2,Ex_C1ql4_Dkk2_HY,Ex_C1ql4_Dkk2_HY
Ex_C1ql4_Serpina12,neuron,HY,VGLUT2,"MC_197:Hypothalamic neurons, primarily periventricular and mammilary nuclei",Ex_C1ql4_Serpina12,Ex_C1ql4_Serpina12_HY,Ex_C1ql4_Serpina12_HY
Inh_Irx5_Erfl_1,neuron,P,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Irx5_Erfl,Inh_Irx5_Erfl_P,Inh_Irx5_Erfl_P
Inh_Irx5_Erfl_2,neuron,P,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Irx5_Erfl,Inh_Irx5_Erfl_P,Inh_Irx5_Erfl_P
Inh_Foxp2_Lbhd2_1,neuron,,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Foxp2_Lbhd2,Inh_Foxp2_Lbhd2,Inh_Foxp2_Lbhd2
Inh_Foxp2_Lbhd2_2,neuron,,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Foxp2_Lbhd2,Inh_Foxp2_Lbhd2,Inh_Foxp2_Lbhd2
Inh_Foxp2_Lbhd2_3,neuron,P,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Foxp2_Lbhd2,Inh_Foxp2_Lbhd2_P,Inh_Foxp2_Lbhd2_P
Inh_Six3_Dpy19l2_1,neuron,MB,GABA,MC_104:Midbrain neurons,Inh_Six3_Dpy19l2,Inh_Six3_Dpy19l2_MB,Inh_Six3_Dpy19l2_MB
Inh_Six3_Dpy19l2_2,neuron,MB,GABA,MC_104:Midbrain neurons,Inh_Six3_Dpy19l2,Inh_Six3_Dpy19l2_MB,Inh_Six3_Dpy19l2_MB
Inh_Six3_Dpy19l2_3,neuron,,GABA,MC_104:Midbrain neurons,Inh_Six3_Dpy19l2,Inh_Six3_Dpy19l2,Inh_Six3_Dpy19l2
Inh_Six3_Dpy19l2_4,neuron,MB,GABA,MC_104:Midbrain neurons,Inh_Six3_Dpy19l2,Inh_Six3_Dpy19l2_MB,Inh_Six3_Dpy19l2_MB
Inh_Six3_Dpy19l2_5,neuron,MB,GABA,MC_105:Midbrain neurons,Inh_Six3_Dpy19l2,Inh_Six3_Dpy19l2_MB,Inh_Six3_Dpy19l2_MB
Inh_Six3_Cd40,neuron,MB,GABA,MC_105:Midbrain neurons,Inh_Six3_Cd40,Inh_Six3_Cd40_MB,Inh_Six3_Cd40_MB
Inh_Six3_Fgf17_1,neuron,MB,GABA,MC_105:Midbrain neurons,Inh_Six3_Fgf17,Inh_Six3_Fgf17_MB,Inh_Six3_Fgf17_MB
Inh_Six3_Fgf17_2,neuron,MB,GABA,MC_105:Midbrain neurons,Inh_Six3_Fgf17,Inh_Six3_Fgf17_MB,Inh_Six3_Fgf17_MB
Inh_Lhx6_Trh_1,neuron,HY,GABA,MC_77:Hypothalamic neurons,Inh_Lhx6_Trh,Inh_Lhx6_Trh_HY,Inh_Lhx6_Trh_HY
Inh_Lhx6_Trh_2,neuron,MB,GABA,MC_77:Hypothalamic neurons,Inh_Lhx6_Trh,Inh_Lhx6_Trh_MB,Inh_Lhx6_Trh_MB
Inh_Lhx6_Tspo2,neuron,HY,GABA,MC_77:Hypothalamic neurons,Inh_Lhx6_Tspo2,Inh_Lhx6_Tspo2_HY,Inh_Lhx6_Tspo2_HY
Inh_Lhx1_Nkx2-4_1,neuron,HY,GABA,MC_77:Hypothalamic neurons,Inh_Lhx1_Nkx2-4,Inh_Lhx1_Nkx2-4_HY,Inh_Lhx1_Nkx2-4_HY
Inh_Lhx1_Nkx2-4_2,neuron,P,GABA,MC_77:Hypothalamic neurons,Inh_Lhx1_Nkx2-4,Inh_Lhx1_Nkx2-4_P,Inh_Lhx1_Nkx2-4_P
Inh_Lhx1_Nkx2-4_3,neuron,HY,GABA,MC_77:Hypothalamic neurons,Inh_Lhx1_Nkx2-4,Inh_Lhx1_Nkx2-4_HY,Inh_Lhx1_Nkx2-4_HY
Inh_Lhx6_Nkx2-4_1,neuron,MB,GABA,MC_77:Hypothalamic neurons,Inh_Lhx6_Nkx2-4,Inh_Lhx6_Nkx2-4_MB,Inh_Lhx6_Nkx2-4_MB
Inh_Lhx6_Nkx2-4_2,neuron,MB,GABA,MC_77:Hypothalamic neurons,Inh_Lhx6_Nkx2-4,Inh_Lhx6_Nkx2-4_MB,Inh_Lhx6_Nkx2-4_MB
Inh_Lhx6_Nkx2-4_3,neuron,HY,GABA,MC_77:Hypothalamic neurons,Inh_Lhx6_Nkx2-4,Inh_Lhx6_Nkx2-4_HY,Inh_Lhx6_Nkx2-4_HY
Inh_Lhx6_Nkx2-4_4,neuron,HY,GABA,MC_77:Hypothalamic neurons,Inh_Lhx6_Nkx2-4,Inh_Lhx6_Nkx2-4_HY,Inh_Lhx6_Nkx2-4_HY
Ex_C1ql4_Foxd3_1,neuron,MB,VGLUT2,MC_154:Midbrain and pontine neurons,Ex_C1ql4_Foxd3,Ex_C1ql4_Foxd3_MB,Ex_C1ql4_Foxd3_MB
Ex_C1ql4_Foxd3_2,neuron,MB,VGLUT2,MC_154:Midbrain and pontine neurons,Ex_C1ql4_Foxd3,Ex_C1ql4_Foxd3_MB,Ex_C1ql4_Foxd3_MB
Ex_Nkx6-1_Foxd3_1,neuron,MB,VGLUT2,MC_154:Midbrain and pontine neurons,Ex_Nkx6-1_Foxd3,Ex_Nkx6-1_Foxd3_MB,Ex_Nkx6-1_Foxd3_MB
Ex_Nkx6-1_Foxd3_2,neuron,MB,VGLUT2_GLY,MC_154:Midbrain and pontine neurons,Ex_Nkx6-1_Foxd3,Ex_Nkx6-1_Foxd3_MB,Ex_Nkx6-1_Foxd3_MB
Ex_Nkx6-1_Foxd3_3,neuron,MB,VGLUT2,MC_154:Midbrain and pontine neurons,Ex_Nkx6-1_Foxd3,Ex_Nkx6-1_Foxd3_MB,Ex_Nkx6-1_Foxd3_MB
Ex_Lhx4_Pdlim3,neuron,MB,VGLUT2,MC_198:Brainstem neurons,Ex_Lhx4_Pdlim3,Ex_Lhx4_Pdlim3_MB,Ex_Lhx4_Pdlim3_MB
Ex_Pax6_Avpr1a_1,neuron,MB,VGLUT2,MC_196:Tegmental neurons,Ex_Pax6_Avpr1a,Ex_Pax6_Avpr1a_MB,Ex_Pax6_Avpr1a_MB
Ex_Pax6_Avpr1a_2,neuron,MB,VGLUT2,MC_196:Tegmental neurons,Ex_Pax6_Avpr1a,Ex_Pax6_Avpr1a_MB,Ex_Pax6_Avpr1a_MB
Ex_Pax6_Avpr1a_3,neuron,MB,VGLUT2,MC_196:Tegmental neurons,Ex_Pax6_Avpr1a,Ex_Pax6_Avpr1a_MB,Ex_Pax6_Avpr1a_MB
Ex_Pax6_Avpr1a_4,neuron,MB,VGLUT2,MC_196:Tegmental neurons,Ex_Pax6_Avpr1a,Ex_Pax6_Avpr1a_MB,Ex_Pax6_Avpr1a_MB
Ex_Pax6_Avpr1a_5,neuron,MB,VGLUT2,MC_196:Tegmental neurons,Ex_Pax6_Avpr1a,Ex_Pax6_Avpr1a_MB,Ex_Pax6_Avpr1a_MB
Ex_Pax6_Avpr1a_6,neuron,MB,VGLUT2,MC_196:Tegmental neurons,Ex_Pax6_Avpr1a,Ex_Pax6_Avpr1a_MB,Ex_Pax6_Avpr1a_MB
Ex_Pax6_Pgr15l_1,neuron,MB,VGLUT2,MC_196:Tegmental neurons,Ex_Pax6_Pgr15l,Ex_Pax6_Pgr15l_MB,Ex_Pax6_Pgr15l_MB
Ex_Pax6_Pgr15l_2,neuron,MB,VGLUT2,MC_196:Tegmental neurons,Ex_Pax6_Pgr15l,Ex_Pax6_Pgr15l_MB,Ex_Pax6_Pgr15l_MB
Inh_Pax7_Gna14_1,neuron,MB,GABA,MC_97:Midbrain and pontine neurons,Inh_Pax7_Gna14,Inh_Pax7_Gna14_MB,Inh_Pax7_Gna14_MB
Inh_Pax7_Gna14_2,neuron,,GABA,MC_97:Midbrain and pontine neurons,Inh_Pax7_Gna14,Inh_Pax7_Gna14,Inh_Pax7_Gna14
Inh_Pou6f2_Mamdc2,neuron,P,GABA,MC_97:Midbrain and pontine neurons,Inh_Pou6f2_Mamdc2,Inh_Pou6f2_Mamdc2_P,Inh_Pou6f2_Mamdc2_P
Inh_Pax7_Aoah,neuron,MB,GABA,MC_97:Midbrain and pontine neurons,Inh_Pax7_Aoah,Inh_Pax7_Aoah_MB,Inh_Pax7_Aoah_MB
Inh_Pax7_Stc1_1,neuron,MB,GABA,MC_97:Midbrain and pontine neurons,Inh_Pax7_Stc1,Inh_Pax7_Stc1_MB,Inh_Pax7_Stc1_MB
Inh_Pax7_Stc1_2,neuron,MB,GABA,MC_97:Midbrain and pontine neurons,Inh_Pax7_Stc1,Inh_Pax7_Stc1_MB,Inh_Pax7_Stc1_MB
Inh_Foxp2_Nccrp1,neuron,,GLY,MC_144:Medulary vestibular neurons,Inh_Foxp2_Nccrp1,Inh_Foxp2_Nccrp1,Inh_Foxp2_Nccrp1
Inh_Foxp2_Olfm4_1,neuron,MB,GLY,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Foxp2_Olfm4,Inh_Foxp2_Olfm4_MB,Inh_Foxp2_Olfm4_MB
Inh_Foxp2_Olfm4_3,neuron,MB,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Foxp2_Olfm4,Inh_Foxp2_Olfm4_MB,Inh_Foxp2_Olfm4_MB
Inh_Pax2_Erfl_2,neuron,MY,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Pax2_Erfl,Inh_Pax2_Erfl_MY,Inh_Pax2_Erfl_MY
Inh_Pax2_Erfl_3,neuron,MY,GLY,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Pax2_Erfl,Inh_Pax2_Erfl_MY,Inh_Pax2_Erfl_MY
Inh_Pax2_Erfl_4,neuron,MB,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Pax2_Erfl,Inh_Pax2_Erfl_MB,Inh_Pax2_Erfl_MB
Inh_Pax2_Erfl_5,neuron,P,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Pax2_Erfl,Inh_Pax2_Erfl_P,Inh_Pax2_Erfl_P
Inh_Pax2_Erfl_6,neuron,P,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Pax2_Erfl,Inh_Pax2_Erfl_P,Inh_Pax2_Erfl_P
Inh_Pax2_Erfl_7,neuron,P,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Pax2_Erfl,Inh_Pax2_Erfl_P,Inh_Pax2_Erfl_P
Inh_Pax2_Erfl_8,neuron,P,GLY,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Pax2_Erfl,Inh_Pax2_Erfl_P,Inh_Pax2_Erfl_P
Inh_Pax2_Erfl_9,neuron,P,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Pax2_Erfl,Inh_Pax2_Erfl_P,Inh_Pax2_Erfl_P
Inh_Pax2_Erfl_10,neuron,P,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Pax2_Erfl_10,Inh_Pax2_Erfl_10_P,Inh_Pax2_Erfl_10_P
Inh_Pax2_Erfl_11,neuron,MB,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Pax2_Erfl_11,Inh_Pax2_Erfl_11_MB,Inh_Pax2_Erfl_11_MB
Inh_Pax2_Erfl_12,neuron,MB,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Pax2_Erfl_12,Inh_Pax2_Erfl_12_MB,Inh_Pax2_Erfl_12_MB
Inh_Pax7_Erfl_1,neuron,MB,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Pax7_Erfl,Inh_Pax7_Erfl_MB,Inh_Pax7_Erfl_MB
Inh_Pax7_Erfl_2,neuron,MB,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Pax7_Erfl,Inh_Pax7_Erfl_MB,Inh_Pax7_Erfl_MB
Inh_Pax7_Erfl_3,neuron,MB,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Pax7_Erfl,Inh_Pax7_Erfl_MB,Inh_Pax7_Erfl_MB
Inh_Pax2_Erfl_13,neuron,MB,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Pax2_Erfl_13,Inh_Pax2_Erfl_13_MB,Inh_Pax2_Erfl_13_MB
Inh_Pax2_Erfl_14,neuron,MB,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Pax2_Erfl_14,Inh_Pax2_Erfl_14_MB,Inh_Pax2_Erfl_14_MB
Inh_Pax2_Erfl_15,neuron,MB,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Pax2_Erfl_15,Inh_Pax2_Erfl_15_MB,Inh_Pax2_Erfl_15_MB
Inh_Lhx1_Otp_1,neuron,MB,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Lhx1_Otp,Inh_Lhx1_Otp_MB,Inh_Lhx1_Otp_MB
Inh_Lhx1_Otp_2,neuron,MB,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Lhx1_Otp,Inh_Lhx1_Otp_MB,Inh_Lhx1_Otp_MB
Inh_PItx2_Ctxn3,neuron,P,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_PItx2_Ctxn3,Inh_PItx2_Ctxn3_P,Inh_PItx2_Ctxn3_P
Inh_Pitx2_Xirp2,neuron,P,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Pitx2_Xirp2,Inh_Pitx2_Xirp2_P,Inh_Pitx2_Xirp2_P
Inh_Pax7_Erfl_4,neuron,MB,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Pax7_Erfl,Inh_Pax7_Erfl_MB,Inh_Pax7_Erfl_MB
Inh_Pax7_Tac1_Stc1,neuron,MB,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Pax7_Tac1_Stc1,Inh_Pax7_Tac1_Stc1_MB,Inh_Pax7_Tac1_Stc1_MB
Inh_Pax7_Pappa2_Stc1,neuron,MB,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Pax7_Pappa2_Stc1,Inh_Pax7_Pappa2_Stc1_MB,Inh_Pax7_Pappa2_Stc1_MB
Inh_Pax7_Slc38a11,neuron,P,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Pax7_Slc38a11,Inh_Pax7_Slc38a11_P,Inh_Pax7_Slc38a11_P
Inh_Etv3l_Erfl_1,neuron,MB,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Etv3l_Erfl,Inh_Etv3l_Erfl_MB,Inh_Etv3l_Erfl_MB
Inh_Pax7_Ikzf1,neuron,MY,GABA,MC_97:Midbrain and pontine neurons,Inh_Pax7_Ikzf1,Inh_Pax7_Ikzf1_MY,Inh_Pax7_Ikzf1_MY
Inh_Pax7_Zic2,neuron,MB,GABA,MC_97:Midbrain and pontine neurons,Inh_Pax7_Zic2,Inh_Pax7_Zic2_MB,Inh_Pax7_Zic2_MB
Inh_Pax7_Arhgap28_1,neuron,MB,GABA,MC_97:Midbrain and pontine neurons,Inh_Pax7_Arhgap28,Inh_Pax7_Arhgap28_MB,Inh_Pax7_Arhgap28_MB
Inh_Pax7_Arhgap28_2,neuron,MB,GABA,MC_97:Midbrain and pontine neurons,Inh_Pax7_Arhgap28,Inh_Pax7_Arhgap28_MB,Inh_Pax7_Arhgap28_MB
Inh_Pax7_Arhgap28_3,neuron,MB,GABA,MC_97:Midbrain and pontine neurons,Inh_Pax7_Arhgap28,Inh_Pax7_Arhgap28_MB,Inh_Pax7_Arhgap28_MB
Inh_Pax7_Arhgap28_4,neuron,MB,GABA,MC_97:Midbrain and pontine neurons,Inh_Pax7_Arhgap28,Inh_Pax7_Arhgap28_MB,Inh_Pax7_Arhgap28_MB
Inh_Pax2_Ikzf1_1,neuron,MB,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Pax2_Ikzf1,Inh_Pax2_Ikzf1_MB,Inh_Pax2_Ikzf1_MB
Inh_Pax5_Serpina12,neuron,,GLY,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Pax5_Serpina12,Inh_Pax5_Serpina12,Inh_Pax5_Serpina12
Inh_Pax5_Meox2,neuron,,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Pax5_Meox2,Inh_Pax5_Meox2,Inh_Pax5_Meox2
Inh_Pax5_Cckar,neuron,MB,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Pax5_Cckar,Inh_Pax5_Cckar_MB,Inh_Pax5_Cckar_MB
Inh_Pax2_Ikzf1_2,neuron,MB,GLY,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Pax2_Ikzf1,Inh_Pax2_Ikzf1_MB,Inh_Pax2_Ikzf1_MB
Inh_Pax2_Ikzf1_3,neuron,MB,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Pax2_Ikzf1,Inh_Pax2_Ikzf1_MB,Inh_Pax2_Ikzf1_MB
Inh_Pax2_Cckar,neuron,MY,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Pax2_Cckar,Inh_Pax2_Cckar_MY,Inh_Pax2_Cckar_MY
Inh_Pax2_Tecrl,neuron,MY,GLY,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Pax2_Tecrl,Inh_Pax2_Tecrl_MY,Inh_Pax2_Tecrl_MY
Inh_Pax2_Gm525,neuron,P,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Pax2_Gm525,Inh_Pax2_Gm525_P,Inh_Pax2_Gm525_P
Inh_Pax5_Ikzf1,neuron,,GLY,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Pax5_Ikzf1,Inh_Pax5_Ikzf1,Inh_Pax5_Ikzf1
Inh_Pou3f1_Gm525,neuron,MY,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Pou3f1_Gm525,Inh_Pou3f1_Gm525_MY,Inh_Pou3f1_Gm525_MY
Inh_Pou3f1_Npnt,neuron,MB,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Pou3f1_Npnt,Inh_Pou3f1_Npnt_MB,Inh_Pou3f1_Npnt_MB
Inh_Pax2_H2-Q7,neuron,MB,GLY,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Pax2_H2-Q7,Inh_Pax2_H2-Q7_MB,Inh_Pax2_H2-Q7_MB
Inh_Pax2_Calcr,neuron,MB,GLY,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Pax2_Calcr,Inh_Pax2_Calcr_MB,Inh_Pax2_Calcr_MB
Inh_Pax2_Ikzf1_4,neuron,MB,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Pax2_Ikzf1,Inh_Pax2_Ikzf1_MB,Inh_Pax2_Ikzf1_MB
Inh_Pax8_Calcr,neuron,MB,GLY,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Pax8_Calcr,Inh_Pax8_Calcr_MB,Inh_Pax8_Calcr_MB
Inh_Foxp2_Drd3_1,neuron,P,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Foxp2_Drd3,Inh_Foxp2_Drd3_P,Inh_Foxp2_Drd3_P
Inh_Foxp2_Drd3_2,neuron,P,GABA,"MC_99:Pontine and medullary neurons, primarily raphe",Inh_Foxp2_Drd3,Inh_Foxp2_Drd3_P,Inh_Foxp2_Drd3_P
Ex_Sox6_Cartpt_1,neuron,MB,VGLUT2,"MC_215:Superior collicular, motor area neurons",Ex_Sox6_Cartpt,Ex_Sox6_Cartpt_MB,Ex_Sox6_Cartpt_MB
Ex_Sox6_Cartpt_2,neuron,MB,VGLUT2,"MC_215:Superior collicular, motor area neurons",Ex_Sox6_Cartpt,Ex_Sox6_Cartpt_MB,Ex_Sox6_Cartpt_MB
Ex_Sox6_Cartpt_3,neuron,MB,VGLUT2,"MC_215:Superior collicular, motor area neurons",Ex_Sox6_Cartpt,Ex_Sox6_Cartpt_MB,Ex_Sox6_Cartpt_MB
Ex_Sox6_Ttc29_1,neuron,MB,VGLUT2,"MC_215:Superior collicular, motor area neurons",Ex_Sox6_Ttc29,Ex_Sox6_Ttc29_MB,Ex_Sox6_Ttc29_MB
Ex_Sox6_Ttc29_2,neuron,MB,VGLUT2,"MC_215:Superior collicular, motor area neurons",Ex_Sox6_Ttc29,Ex_Sox6_Ttc29_MB,Ex_Sox6_Ttc29_MB
Ex_Sox6_Ttc29_3,neuron,MB,VGLUT2,"MC_215:Superior collicular, motor area neurons",Ex_Sox6_Ttc29,Ex_Sox6_Ttc29_MB,Ex_Sox6_Ttc29_MB
Ex_Sox6_Erfl,neuron,MB,VGLUT2,"MC_215:Superior collicular, motor area neurons",Ex_Sox6_Erfl,Ex_Sox6_Erfl_MB,Ex_Sox6_Erfl_MB
Ex_Sox6_Irx6_1,neuron,MB,VGLUT2,"MC_215:Superior collicular, motor area neurons",Ex_Sox6_Irx6,Ex_Sox6_Irx6_MB,Ex_Sox6_Irx6_MB
Ex_Sox6_Irx6_2,neuron,MB,VGLUT2,"MC_215:Superior collicular, motor area neurons",Ex_Sox6_Irx6,Ex_Sox6_Irx6_MB,Ex_Sox6_Irx6_MB
Ex_Sox6_Edn1_1,neuron,MB,VGLUT2,"MC_215:Superior collicular, motor area neurons",Ex_Sox6_Edn1,Ex_Sox6_Edn1_MB,Ex_Sox6_Edn1_MB
Ex_Sox6_Edn1_2,neuron,MB,VGLUT2,"MC_215:Superior collicular, motor area neurons",Ex_Sox6_Edn1,Ex_Sox6_Edn1_MB,Ex_Sox6_Edn1_MB
Ex_Pou4f2_Sult3a1,neuron,MB,VGLUT2,"MC_215:Superior collicular, motor area neurons",Ex_Pou4f2_Sult3a1,Ex_Pou4f2_Sult3a1_MB,Ex_Pou4f2_Sult3a1_MB
Ex_Pou4f2_Cyp26b1,neuron,MB,VGLUT2,"MC_215:Superior collicular, motor area neurons",Ex_Pou4f2_Cyp26b1,Ex_Pou4f2_Cyp26b1_MB,Ex_Pou4f2_Cyp26b1_MB
Ex_Sox6_Trpa1,neuron,MB,VGLUT2,"MC_215:Superior collicular, motor area neurons",Ex_Sox6_Trpa1,Ex_Sox6_Trpa1_MB,Ex_Sox6_Trpa1_MB
Ex_Sox6_Sult3a1_1,neuron,MB,VGLUT2,"MC_215:Superior collicular, motor area neurons",Ex_Sox6_Sult3a1,Ex_Sox6_Sult3a1_MB,Ex_Sox6_Sult3a1_MB
Ex_Sox6_Sult3a1_2,neuron,MB,VGLUT2,"MC_215:Superior collicular, motor area neurons",Ex_Sox6_Sult3a1,Ex_Sox6_Sult3a1_MB,Ex_Sox6_Sult3a1_MB
Inh_Nkx2-2_Tpm2_1,neuron,MB,GABA,MC_86:Midbrain neurons,Inh_Nkx2-2_Tpm2,Inh_Nkx2-2_Tpm2_MB,Inh_Nkx2-2_Tpm2_MB
Inh_Nkx2-2_Tpm2_2,neuron,MB,GABA,MC_86:Midbrain neurons,Inh_Nkx2-2_Tpm2,Inh_Nkx2-2_Tpm2_MB,Inh_Nkx2-2_Tpm2_MB
Inh_Nkx2-2_Cd40_1,neuron,MB,GABA,MC_86:Midbrain neurons,Inh_Nkx2-2_Cd40,Inh_Nkx2-2_Cd40_MB,Inh_Nkx2-2_Cd40_MB
Inh_Nkx2-2_Cd40_2,neuron,MB,GABA,MC_86:Midbrain neurons,Inh_Nkx2-2_Cd40,Inh_Nkx2-2_Cd40_MB,Inh_Nkx2-2_Cd40_MB
Inh_Nkx2-2_Vip,neuron,MB,GABA,MC_86:Midbrain neurons,Inh_Nkx2-2_Vip,Inh_Nkx2-2_Vip_MB,Inh_Nkx2-2_Vip_MB
