Annotation,cell_class,Max_TopStruct,NT_binary,Meta_Class,Annotation Reduced,Anno + Topstruct,Anno + Topstruct + Layer
Ex_Pou4f3_Wfdc10_1,neuron,MB,VGLUT2,MC_209:Tectal neurons,Ex_Pou4f3_Wfdc10,Ex_Pou4f3_Wfdc10_MB,Ex_Pou4f3_Wfdc10_MB
Ex_Pou4f3_Wfdc10_2,neuron,MB,VGLUT2,MC_209:Tectal neurons,Ex_Pou4f3_Wfdc10,Ex_Pou4f3_Wfdc10_MB,Ex_Pou4f3_Wfdc10_MB
Ex_Pou4f3_Slc7a11,neuron,MB,VGLUT2,MC_209:Tectal neurons,Ex_Pou4f3_Slc7a11,Ex_Pou4f3_Slc7a11_MB,Ex_Pou4f3_Slc7a11_MB
Ex_Pou4f3_Xdh,neuron,MB,VGLUT2,MC_209:Tectal neurons,Ex_Pou4f3_Xdh,Ex_Pou4f3_Xdh_MB,Ex_Pou4f3_Xdh_MB
Ex_Pou4f3_Crh,neuron,MB,VGLUT2,MC_209:Tectal neurons,Ex_Pou4f3_Crh,Ex_Pou4f3_Crh_MB,Ex_Pou4f3_Crh_MB
Ex_Pou4f3_Ppp1r17_1,neuron,MB,VGLUT2,MC_209:Tectal neurons,Ex_Pou4f3_Ppp1r17,Ex_Pou4f3_Ppp1r17_MB,Ex_Pou4f3_Ppp1r17_MB
Ex_Pou4f3_Ppp1r17_2,neuron,MB,VGLUT2,MC_209:Tectal neurons,Ex_Pou4f3_Ppp1r17,Ex_Pou4f3_Ppp1r17_MB,Ex_Pou4f3_Ppp1r17_MB
Inh_Pax5_Sox21_1,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Pax5_Sox21,Inh_Pax5_Sox21_MB,Inh_Pax5_Sox21_MB
Inh_Pax5_Sox21_2,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Pax5_Sox21,Inh_Pax5_Sox21_MB,Inh_Pax5_Sox21_MB
Inh_Pax5_Sox21_3,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Pax5_Sox21,Inh_Pax5_Sox21_MB,Inh_Pax5_Sox21_MB
Inh_Emx2_Pirt_1,neuron,MB,GABA,"MC_93:Tegmental neurons, primarily interstitial nucleus of Cajal",Inh_Emx2_Pirt,Inh_Emx2_Pirt_MB,Inh_Emx2_Pirt_MB
Inh_Emx2_Pirt_2,neuron,MB,GLY,"MC_93:Tegmental neurons, primarily interstitial nucleus of Cajal",Inh_Emx2_Pirt,Inh_Emx2_Pirt_MB,Inh_Emx2_Pirt_MB
Inh_Emx2_Pirt_3,neuron,MB,GABA,"MC_93:Tegmental neurons, primarily interstitial nucleus of Cajal",Inh_Emx2_Pirt,Inh_Emx2_Pirt_MB,Inh_Emx2_Pirt_MB
Inh_Six3_Nkx2-2,neuron,MB,GABA,"MC_93:Tegmental neurons, primarily interstitial nucleus of Cajal",Inh_Six3_Nkx2-2,Inh_Six3_Nkx2-2_MB,Inh_Six3_Nkx2-2_MB
Inh_Six3_Sall3,neuron,MB,GLY,MC_94:Tegmental neurons,Inh_Six3_Sall3,Inh_Six3_Sall3_MB,Inh_Six3_Sall3_MB
Ex_Ebf2_Nr5a2_1,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Ebf2_Nr5a2,Ex_Ebf2_Nr5a2_MB,Ex_Ebf2_Nr5a2_MB
Ex_Ebf2_Mgst2,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Ebf2_Mgst2,Ex_Ebf2_Mgst2_MB,Ex_Ebf2_Mgst2_MB
Ex_Ebf2_Nr5a2_2,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Ebf2_Nr5a2,Ex_Ebf2_Nr5a2_MB,Ex_Ebf2_Nr5a2_MB
Ex_Ebf2_Nr5a2_3,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Ebf2_Nr5a2,Ex_Ebf2_Nr5a2_MB,Ex_Ebf2_Nr5a2_MB
Ex_Ebf2_Vsig2_1,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Ebf2_Vsig2,Ex_Ebf2_Vsig2_MB,Ex_Ebf2_Vsig2_MB
Ex_Ebf2_Ghrh_1,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Ebf2_Ghrh,Ex_Ebf2_Ghrh_MB,Ex_Ebf2_Ghrh_MB
Ex_Ebf2_Ghrh_2,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Ebf2_Ghrh,Ex_Ebf2_Ghrh_MB,Ex_Ebf2_Ghrh_MB
Ex_Ebf2_Ghrh_3,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Ebf2_Ghrh,Ex_Ebf2_Ghrh_MB,Ex_Ebf2_Ghrh_MB
Ex_Ebf2_Il15_1,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Ebf2_Il15,Ex_Ebf2_Il15_MB,Ex_Ebf2_Il15_MB
Ex_Ebf2_Il15_2,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Ebf2_Il15,Ex_Ebf2_Il15_MB,Ex_Ebf2_Il15_MB
Ex_Ebf2_Il15_3,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Ebf2_Il15,Ex_Ebf2_Il15_MB,Ex_Ebf2_Il15_MB
Ex_Ebf2_Tnc,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Ebf2_Tnc,Ex_Ebf2_Tnc_MB,Ex_Ebf2_Tnc_MB
Ex_Ebf2_Spef2_1,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Ebf2_Spef2,Ex_Ebf2_Spef2_MB,Ex_Ebf2_Spef2_MB
Ex_Ebf2_Spef2_2,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Ebf2_Spef2,Ex_Ebf2_Spef2_MB,Ex_Ebf2_Spef2_MB
Ex_Ebf2_Spef2_3,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Ebf2_Spef2,Ex_Ebf2_Spef2_MB,Ex_Ebf2_Spef2_MB
Ex_Ebf2_Slc38a11,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Ebf2_Slc38a11,Ex_Ebf2_Slc38a11_MB,Ex_Ebf2_Slc38a11_MB
Ex_Ebf2_Spef2_4,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Ebf2_Spef2,Ex_Ebf2_Spef2_MB,Ex_Ebf2_Spef2_MB
Ex_Ebf2_Spef2_5,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Ebf2_Spef2,Ex_Ebf2_Spef2_MB,Ex_Ebf2_Spef2_MB
Ex_Ebf2_Spef2_6,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Ebf2_Spef2,Ex_Ebf2_Spef2_MB,Ex_Ebf2_Spef2_MB
Ex_Ebf2_Spef2_7,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Ebf2_Spef2,Ex_Ebf2_Spef2_MB,Ex_Ebf2_Spef2_MB
Ex_Evx2_Tafa3,neuron,MB,VGLUT2,MC_162:Pontine and medullary neurons,Ex_Evx2_Tafa3,Ex_Evx2_Tafa3_MB,Ex_Evx2_Tafa3_MB
Ex_Ebf2_St14,neuron,MB,VGLUT2,MC_162:Pontine and medullary neurons,Ex_Ebf2_St14,Ex_Ebf2_St14_MB,Ex_Ebf2_St14_MB
Ex_Ebf2_Myl2_1,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Ebf2_Myl2,Ex_Ebf2_Myl2_MB,Ex_Ebf2_Myl2_MB
Ex_Ebf2_Myl2_2,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Ebf2_Myl2,Ex_Ebf2_Myl2_MB,Ex_Ebf2_Myl2_MB
Ex_Ebf2_Bmp7_1,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Ebf2_Bmp7,Ex_Ebf2_Bmp7_MB,Ex_Ebf2_Bmp7_MB
Ex_Ebf2_Bmp7_2,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Ebf2_Bmp7,Ex_Ebf2_Bmp7_MB,Ex_Ebf2_Bmp7_MB
Inh_Skor2_Emx1_1,neuron,MB,GABA,"MC_98:Midbrain neurons, primarily periaqueductal gray",Inh_Skor2_Emx1,Inh_Skor2_Emx1_MB,Inh_Skor2_Emx1_MB
Inh_Skor2_Emx1_2,neuron,MB,GABA,"MC_98:Midbrain neurons, primarily periaqueductal gray",Inh_Skor2_Emx1,Inh_Skor2_Emx1_MB,Inh_Skor2_Emx1_MB
Inh_Skor2_Emx1_3,neuron,MB,GABA,"MC_98:Midbrain neurons, primarily periaqueductal gray",Inh_Skor2_Emx1,Inh_Skor2_Emx1_MB,Inh_Skor2_Emx1_MB
Inh_Skor2_Emx1_4,neuron,MB,GABA,"MC_98:Midbrain neurons, primarily periaqueductal gray",Inh_Skor2_Emx1,Inh_Skor2_Emx1_MB,Inh_Skor2_Emx1_MB
Inh_Skor2_Lancl3,neuron,MB,GABA,"MC_98:Midbrain neurons, primarily periaqueductal gray",Inh_Skor2_Lancl3,Inh_Skor2_Lancl3_MB,Inh_Skor2_Lancl3_MB
Inh_Nkx2-2_Il20ra,neuron,MB,GABA,"MC_98:Midbrain neurons, primarily periaqueductal gray",Inh_Nkx2-2_Il20ra,Inh_Nkx2-2_Il20ra_MB,Inh_Nkx2-2_Il20ra_MB
Inh_Nkx2-2_Ecel1_1,neuron,MB,GLY,"MC_98:Midbrain neurons, primarily periaqueductal gray",Inh_Nkx2-2_Ecel1,Inh_Nkx2-2_Ecel1_MB,Inh_Nkx2-2_Ecel1_MB
Inh_Nkx2-2_Ecel1_2,neuron,MB,GABA,"MC_98:Midbrain neurons, primarily periaqueductal gray",Inh_Nkx2-2_Ecel1,Inh_Nkx2-2_Ecel1_MB,Inh_Nkx2-2_Ecel1_MB
Inh_Nkx2-2_Gata2_1,neuron,MB,GABA,"MC_98:Midbrain neurons, primarily periaqueductal gray",Inh_Nkx2-2_Gata2,Inh_Nkx2-2_Gata2_MB,Inh_Nkx2-2_Gata2_MB
Inh_Nkx2-2_Gata2_2,neuron,MB,GABA,"MC_98:Midbrain neurons, primarily periaqueductal gray",Inh_Nkx2-2_Gata2,Inh_Nkx2-2_Gata2_MB,Inh_Nkx2-2_Gata2_MB
Inh_Nkx2-2_Gata2_3,neuron,MB,GLY,"MC_98:Midbrain neurons, primarily periaqueductal gray",Inh_Nkx2-2_Gata2,Inh_Nkx2-2_Gata2_MB,Inh_Nkx2-2_Gata2_MB
Inh_Nkx2-2_Gata2_4,neuron,MB,GLY,"MC_98:Midbrain neurons, primarily periaqueductal gray",Inh_Nkx2-2_Gata2,Inh_Nkx2-2_Gata2_MB,Inh_Nkx2-2_Gata2_MB
Inh_Nkx2-2_Gata2_5,neuron,MB,GLY,"MC_98:Midbrain neurons, primarily periaqueductal gray",Inh_Nkx2-2_Gata2,Inh_Nkx2-2_Gata2_MB,Inh_Nkx2-2_Gata2_MB
Inh_Nkx2-2_Gata2_6,neuron,MB,GLY,"MC_98:Midbrain neurons, primarily periaqueductal gray",Inh_Nkx2-2_Gata2,Inh_Nkx2-2_Gata2_MB,Inh_Nkx2-2_Gata2_MB
Inh_Nkx2-2_Gata2_7,neuron,MB,GLY,"MC_98:Midbrain neurons, primarily periaqueductal gray",Inh_Nkx2-2_Gata2,Inh_Nkx2-2_Gata2_MB,Inh_Nkx2-2_Gata2_MB
Inh_Nkx2-2_Gata2_8,neuron,MB,GLY,"MC_98:Midbrain neurons, primarily periaqueductal gray",Inh_Nkx2-2_Gata2,Inh_Nkx2-2_Gata2_MB,Inh_Nkx2-2_Gata2_MB
Inh_Nkx2-2_Gata2_9,neuron,MB,GLY,"MC_98:Midbrain neurons, primarily periaqueductal gray",Inh_Nkx2-2_Gata2,Inh_Nkx2-2_Gata2_MB,Inh_Nkx2-2_Gata2_MB
Inh_Nkx2-2_Gata2_10,neuron,MB,GABA,"MC_98:Midbrain neurons, primarily periaqueductal gray",Inh_Nkx2-2_Gata2_10,Inh_Nkx2-2_Gata2_10_MB,Inh_Nkx2-2_Gata2_10_MB
Inh_Six3_Wdr72_1,neuron,MB,GABA,MC_94:Tegmental neurons,Inh_Six3_Wdr72,Inh_Six3_Wdr72_MB,Inh_Six3_Wdr72_MB
Inh_Six3_Foxa2_1,neuron,MB,GABA,MC_94:Tegmental neurons,Inh_Six3_Foxa2,Inh_Six3_Foxa2_MB,Inh_Six3_Foxa2_MB
Inh_Six3_Foxa2_2,neuron,MB,GABA,MC_94:Tegmental neurons,Inh_Six3_Foxa2,Inh_Six3_Foxa2_MB,Inh_Six3_Foxa2_MB
Inh_Six3_Wdr72_2,neuron,MB,GABA_SER,MC_94:Tegmental neurons,Inh_Six3_Wdr72,Inh_Six3_Wdr72_MB,Inh_Six3_Wdr72_MB
Inh_Six3_Foxa2_3,neuron,MB,GABA,MC_94:Tegmental neurons,Inh_Six3_Foxa2,Inh_Six3_Foxa2_MB,Inh_Six3_Foxa2_MB
Inh_Six3_Foxa2_4,neuron,MB,GABA,MC_94:Tegmental neurons,Inh_Six3_Foxa2,Inh_Six3_Foxa2_MB,Inh_Six3_Foxa2_MB
Inh_Emx2_Foxa2_1,neuron,MB,GABA,MC_94:Tegmental neurons,Inh_Emx2_Foxa2,Inh_Emx2_Foxa2_MB,Inh_Emx2_Foxa2_MB
Inh_Emx2_Foxa2_2,neuron,MB,GABA,MC_94:Tegmental neurons,Inh_Emx2_Foxa2,Inh_Emx2_Foxa2_MB,Inh_Emx2_Foxa2_MB
Inh_Emx2_Foxa2_3,neuron,MB,GABA,MC_94:Tegmental neurons,Inh_Emx2_Foxa2,Inh_Emx2_Foxa2_MB,Inh_Emx2_Foxa2_MB
Inh_Emx2_Foxa2_4,neuron,MB,GABA,MC_94:Tegmental neurons,Inh_Emx2_Foxa2,Inh_Emx2_Foxa2_MB,Inh_Emx2_Foxa2_MB
Inh_Emx2_Foxa2_5,neuron,MB,GABA,MC_94:Tegmental neurons,Inh_Emx2_Foxa2,Inh_Emx2_Foxa2_MB,Inh_Emx2_Foxa2_MB
Inh_Emx2_Qrfprl,neuron,MB,GABA,MC_103:Midbrain neurons,Inh_Emx2_Qrfprl,Inh_Emx2_Qrfprl_MB,Inh_Emx2_Qrfprl_MB
Ex_Ebf2_Apela_1,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Ebf2_Apela,Ex_Ebf2_Apela_MB,Ex_Ebf2_Apela_MB
Ex_Ebf2_Apela_2,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Ebf2_Apela,Ex_Ebf2_Apela_MB,Ex_Ebf2_Apela_MB
Ex_Pou4f2_St14_1,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Pou4f2_St14,Ex_Pou4f2_St14_MB,Ex_Pou4f2_St14_MB
Ex_Pou4f2_St14_2,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Pou4f2_St14,Ex_Pou4f2_St14_MB,Ex_Pou4f2_St14_MB
Ex_Ebf2_Mdfic2,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Ebf2_Mdfic2,Ex_Ebf2_Mdfic2_MB,Ex_Ebf2_Mdfic2_MB
Ex_Ebf2_Fbln1,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Ebf2_Fbln1,Ex_Ebf2_Fbln1_MB,Ex_Ebf2_Fbln1_MB
Ex_Pou4f2_St14_3,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Pou4f2_St14,Ex_Pou4f2_St14_MB,Ex_Pou4f2_St14_MB
Ex_Pou4f2_Ramp3,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Pou4f2_Ramp3,Ex_Pou4f2_Ramp3_MB,Ex_Pou4f2_Ramp3_MB
Inh_Six3_Dact1_1,neuron,MB,GABA,MC_86:Midbrain neurons,Inh_Six3_Dact1,Inh_Six3_Dact1_MB,Inh_Six3_Dact1_MB
Inh_Six3_Dact1_2,neuron,MB,GABA,MC_86:Midbrain neurons,Inh_Six3_Dact1,Inh_Six3_Dact1_MB,Inh_Six3_Dact1_MB
Inh_Nkx2-2_Dact1,neuron,MB,GABA,MC_86:Midbrain neurons,Inh_Nkx2-2_Dact1,Inh_Nkx2-2_Dact1_MB,Inh_Nkx2-2_Dact1_MB
Inh_Nkx2-2_Mc4r_1,neuron,MB,GABA,MC_86:Midbrain neurons,Inh_Nkx2-2_Mc4r,Inh_Nkx2-2_Mc4r_MB,Inh_Nkx2-2_Mc4r_MB
Inh_Nkx2-2_Mc4r_2,neuron,MB,GABA,MC_86:Midbrain neurons,Inh_Nkx2-2_Mc4r,Inh_Nkx2-2_Mc4r_MB,Inh_Nkx2-2_Mc4r_MB
Inh_Nkx2-2_Mc4r_3,neuron,MB,GABA,MC_86:Midbrain neurons,Inh_Nkx2-2_Mc4r,Inh_Nkx2-2_Mc4r_MB,Inh_Nkx2-2_Mc4r_MB
Inh_Pax3_Moxd1,neuron,MB,GABA,MC_90:Midbrain neurons,Inh_Pax3_Moxd1,Inh_Pax3_Moxd1_MB,Inh_Pax3_Moxd1_MB
Ex_Pax6_Qrfprl_1,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Pax6_Qrfprl,Ex_Pax6_Qrfprl_MB,Ex_Pax6_Qrfprl_MB
Ex_Pax6_Vgll3_1,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Pax6_Vgll3,Ex_Pax6_Vgll3_MB,Ex_Pax6_Vgll3_MB
Ex_Pax6_Qrfprl_2,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Pax6_Qrfprl,Ex_Pax6_Qrfprl_MB,Ex_Pax6_Qrfprl_MB
Ex_Pax6_Vgll3_2,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Pax6_Vgll3,Ex_Pax6_Vgll3_MB,Ex_Pax6_Vgll3_MB
Ex_Pax6_Sntb1,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Pax6_Sntb1,Ex_Pax6_Sntb1_MB,Ex_Pax6_Sntb1_MB
Ex_Pax6_Scgn,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Pax6_Scgn,Ex_Pax6_Scgn_MB,Ex_Pax6_Scgn_MB
Ex_Pax6_Htr3a_1,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Pax6_Htr3a,Ex_Pax6_Htr3a_MB,Ex_Pax6_Htr3a_MB
Inh_Tfap2b_Gata3_1,neuron,MB,GABA,MC_95:Tectal neurons,Inh_Tfap2b_Gata3,Inh_Tfap2b_Gata3_MB,Inh_Tfap2b_Gata3_MB
Inh_Tfap2b_Gata3_2,neuron,MB,GABA,MC_95:Tectal neurons,Inh_Tfap2b_Gata3,Inh_Tfap2b_Gata3_MB,Inh_Tfap2b_Gata3_MB
Inh_Tfap2b_Gata3_3,neuron,MB,GABA,MC_95:Tectal neurons,Inh_Tfap2b_Gata3,Inh_Tfap2b_Gata3_MB,Inh_Tfap2b_Gata3_MB
Inh_Tfap2b_Gata3_4,neuron,MB,GABA,MC_95:Tectal neurons,Inh_Tfap2b_Gata3,Inh_Tfap2b_Gata3_MB,Inh_Tfap2b_Gata3_MB
Inh_Tfap2b_Gata3_5,neuron,MB,GABA,MC_95:Tectal neurons,Inh_Tfap2b_Gata3,Inh_Tfap2b_Gata3_MB,Inh_Tfap2b_Gata3_MB
Ex_Pax6_Serpinb11,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Pax6_Serpinb11,Ex_Pax6_Serpinb11_MB,Ex_Pax6_Serpinb11_MB
Ex_Pax6_Zic5,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Pax6_Zic5,Ex_Pax6_Zic5_MB,Ex_Pax6_Zic5_MB
Ex_Pax6_Slc5a7_1,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Pax6_Slc5a7,Ex_Pax6_Slc5a7_MB,Ex_Pax6_Slc5a7_MB
Ex_Pax6_Igfbpl1,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Pax6_Igfbpl1,Ex_Pax6_Igfbpl1_MB,Ex_Pax6_Igfbpl1_MB
Ex_Pax6_Slc5a7_2,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Pax6_Slc5a7,Ex_Pax6_Slc5a7_MB,Ex_Pax6_Slc5a7_MB
Ex_C1ql2_Glp1r,neuron,MB,VGLUT2,MC_212:Tectal neurons,Ex_C1ql2_Glp1r,Ex_C1ql2_Glp1r_MB,Ex_C1ql2_Glp1r_MB
Ex_C1ql2_Steap3_1,neuron,MB,VGLUT2,MC_212:Tectal neurons,Ex_C1ql2_Steap3,Ex_C1ql2_Steap3_MB,Ex_C1ql2_Steap3_MB
Ex_C1ql2_Steap3_2,neuron,MB,VGLUT2,MC_212:Tectal neurons,Ex_C1ql2_Steap3,Ex_C1ql2_Steap3_MB,Ex_C1ql2_Steap3_MB
Ex_C1ql2_Pmfbp1,neuron,MB,VGLUT2,MC_212:Tectal neurons,Ex_C1ql2_Pmfbp1,Ex_C1ql2_Pmfbp1_MB,Ex_C1ql2_Pmfbp1_MB
Ex_C1ql4_Gucy2c,neuron,MB,VGLUT2,MC_212:Tectal neurons,Ex_C1ql4_Gucy2c,Ex_C1ql4_Gucy2c_MB,Ex_C1ql4_Gucy2c_MB
Ex_C1ql4_Tac1,neuron,MB,VGLUT2,MC_212:Tectal neurons,Ex_C1ql4_Tac1,Ex_C1ql4_Tac1_MB,Ex_C1ql4_Tac1_MB
Ex_Ebf2_Tfap2d_Postn,neuron,MB,VGLUT2,MC_212:Tectal neurons,Ex_Ebf2_Tfap2d_Postn,Ex_Ebf2_Tfap2d_Postn_MB,Ex_Ebf2_Tfap2d_Postn_MB
Ex_Ebf2_Glp1r_1,neuron,MB,VGLUT2,MC_212:Tectal neurons,Ex_Ebf2_Glp1r,Ex_Ebf2_Glp1r_MB,Ex_Ebf2_Glp1r_MB
Ex_Ebf2_Glp1r_2,neuron,MB,VGLUT2,MC_212:Tectal neurons,Ex_Ebf2_Glp1r,Ex_Ebf2_Glp1r_MB,Ex_Ebf2_Glp1r_MB
Ex_Ebf2_Lpar1,neuron,MB,VGLUT2,MC_212:Tectal neurons,Ex_Ebf2_Lpar1,Ex_Ebf2_Lpar1_MB,Ex_Ebf2_Lpar1_MB
Ex_Ebf2_Glp1r_3,neuron,MB,VGLUT2,MC_212:Tectal neurons,Ex_Ebf2_Glp1r,Ex_Ebf2_Glp1r_MB,Ex_Ebf2_Glp1r_MB
Ex_Tfap2d_Apela,neuron,MB,VGLUT2,MC_212:Tectal neurons,Ex_Tfap2d_Apela,Ex_Tfap2d_Apela_MB,Ex_Tfap2d_Apela_MB
Ex_Ebf2_Glp1r_4,neuron,MB,VGLUT2,MC_212:Tectal neurons,Ex_Ebf2_Glp1r,Ex_Ebf2_Glp1r_MB,Ex_Ebf2_Glp1r_MB
Ex_Prox1_Npy,neuron,MB,VGLUT2,MC_209:Tectal neurons,Ex_Prox1_Npy,Ex_Prox1_Npy_MB,Ex_Prox1_Npy_MB
Ex_Defb1_Mab21l2,neuron,MB,VGLUT2,MC_209:Tectal neurons,Ex_Defb1_Mab21l2,Ex_Defb1_Mab21l2_MB,Ex_Defb1_Mab21l2_MB
Ex_Defb1_Gsta2,neuron,MB,VGLUT2,MC_209:Tectal neurons,Ex_Defb1_Gsta2,Ex_Defb1_Gsta2_MB,Ex_Defb1_Gsta2_MB
Ex_Defb1_Ldoc1_1,neuron,MB,VGLUT2,MC_209:Tectal neurons,Ex_Defb1_Ldoc1,Ex_Defb1_Ldoc1_MB,Ex_Defb1_Ldoc1_MB
Ex_Defb1_Ldoc1_2,neuron,MB,VGLUT2,MC_209:Tectal neurons,Ex_Defb1_Ldoc1,Ex_Defb1_Ldoc1_MB,Ex_Defb1_Ldoc1_MB
Ex_Defb1_Wif1,neuron,MB,VGLUT2,MC_209:Tectal neurons,Ex_Defb1_Wif1,Ex_Defb1_Wif1_MB,Ex_Defb1_Wif1_MB
Ex_Prox1_Pirt_1,neuron,MB,VGLUT2,MC_209:Tectal neurons,Ex_Prox1_Pirt,Ex_Prox1_Pirt_MB,Ex_Prox1_Pirt_MB
Ex_Ebf2_Rab38,neuron,MB,VGLUT2,MC_216:Inferior collicular neurons,Ex_Ebf2_Rab38,Ex_Ebf2_Rab38_MB,Ex_Ebf2_Rab38_MB
Ex_Irx3_Ccdc192_1,neuron,MB,VGLUT2,MC_212:Tectal neurons,Ex_Irx3_Ccdc192,Ex_Irx3_Ccdc192_MB,Ex_Irx3_Ccdc192_MB
Ex_Irx3_Ccdc192_2,neuron,MB,VGLUT2,MC_212:Tectal neurons,Ex_Irx3_Ccdc192,Ex_Irx3_Ccdc192_MB,Ex_Irx3_Ccdc192_MB
Ex_Irx3_Ccdc192_3,neuron,MB,VGLUT2,MC_212:Tectal neurons,Ex_Irx3_Ccdc192,Ex_Irx3_Ccdc192_MB,Ex_Irx3_Ccdc192_MB
Ex_Irx3_Ccdc192_5,neuron,MB,VGLUT2,MC_212:Tectal neurons,Ex_Irx3_Ccdc192,Ex_Irx3_Ccdc192_MB,Ex_Irx3_Ccdc192_MB
Ex_Irx3_Fos,neuron,MB,VGLUT2,MC_212:Tectal neurons,Ex_Irx3_Fos,Ex_Irx3_Fos_MB,Ex_Irx3_Fos_MB
Ex_Irx3_Ccdc192_6,neuron,MB,VGLUT2,MC_212:Tectal neurons,Ex_Irx3_Ccdc192,Ex_Irx3_Ccdc192_MB,Ex_Irx3_Ccdc192_MB
Ex_Irx3_Sostdc1,neuron,MB,VGLUT2,MC_212:Tectal neurons,Ex_Irx3_Sostdc1,Ex_Irx3_Sostdc1_MB,Ex_Irx3_Sostdc1_MB
Ex_Tfap2b_Wif1,neuron,MB,VGLUT2,MC_212:Tectal neurons,Ex_Tfap2b_Wif1,Ex_Tfap2b_Wif1_MB,Ex_Tfap2b_Wif1_MB
Ex_Tfap2b_Tac2,neuron,MB,VGLUT2,MC_212:Tectal neurons,Ex_Tfap2b_Tac2,Ex_Tfap2b_Tac2_MB,Ex_Tfap2b_Tac2_MB
Ex_Irx3_Ccdc192_7,neuron,MB,VGLUT2,MC_212:Tectal neurons,Ex_Irx3_Ccdc192,Ex_Irx3_Ccdc192_MB,Ex_Irx3_Ccdc192_MB
Ex_Ebf2_Pmfbp1_1,neuron,MB,VGLUT2,MC_212:Tectal neurons,Ex_Ebf2_Pmfbp1,Ex_Ebf2_Pmfbp1_MB,Ex_Ebf2_Pmfbp1_MB
Ex_Ebf2_Met,neuron,MB,VGLUT2,MC_212:Tectal neurons,Ex_Ebf2_Met,Ex_Ebf2_Met_MB,Ex_Ebf2_Met_MB
Ex_C1ql4_Calca,neuron,MB,VGLUT2,MC_212:Tectal neurons,Ex_C1ql4_Calca,Ex_C1ql4_Calca_MB,Ex_C1ql4_Calca_MB
Ex_C1ql4_Apela,neuron,MB,VGLUT2,MC_212:Tectal neurons,Ex_C1ql4_Apela,Ex_C1ql4_Apela_MB,Ex_C1ql4_Apela_MB
Inh_Six3_Ofcc1_1,neuron,MB,GLY,MC_96:Midbrain neurons,Inh_Six3_Ofcc1,Inh_Six3_Ofcc1_MB,Inh_Six3_Ofcc1_MB
Inh_Six3_Ofcc1_2,neuron,MB,GLY,MC_96:Midbrain neurons,Inh_Six3_Ofcc1,Inh_Six3_Ofcc1_MB,Inh_Six3_Ofcc1_MB
